ReNamn;Företag;Gruppnamn;RE;StartHour;EndHour;StartMonth;EndMonth;Hur de tar ut abonnerad effekt/höglast;Källa;Kommentar
REL03057;Gävle Energi Elnät AB;;REL03057;7;21;11;3;Effektavgift, höglasttid, November-mars, vardagar mellan klockan 07 och 21. Uttagen aktiv effekt är medelvärdet av de tre högsta värdena från tre olika dagar under respektive månad. Låglasttid, samma men låglasttid;https://www.gavleenergi.se/foretag/elnat/elnatsavgifter/;
REL00062;Göteborg Energi Nät AB;;REL00062;7;20;11;3;Effektavgiften beräknas utifrån snittet av verksamhetens tre högsta effekttoppar under högpristimmar varje månad, fördelat på tre olika dygn. ;https://www.goteborgenergi.se/foretag/elnat/valj-tidsindelad-elnatsavgift;
REL00063;Götene Elförening ek. för.;;REL00063;-;-;-;-;Lågspänning 0,4 kV: Tar ut månadseffekt månatligen. ;https://kinnekulleenergi.se/wp-content/uploads/2024/12/TARIFF_HEMSIDA_from_20250101.pdf;
REL00355;Götene Elförening ek. för.;;REL00355;-;-;-;-;Lågspänning 0,4 kV: Tar ut månadseffekt månatligen. ;https://kinnekulleenergi.se/wp-content/uploads/2024/12/TARIFF_HEMSIDA_from_20250101.pdf;
REL00585;Götene Elförening ek. för.;Götene;REL00585Götene;-;-;-;-;Lågspänning 0,4 kV: Tar ut månadseffekt månatligen. ;https://kinnekulleenergi.se/wp-content/uploads/2024/12/TARIFF_HEMSIDA_from_20250101.pdf;
REL00585;Götene Elförening ek. för.;Kinnekulle;REL00585Kinnekulle;-;-;-;-;Lågspänning 0,4 kV: Tar ut månadseffekt månatligen. ;https://kinnekulleenergi.se/wp-content/uploads/2024/12/TARIFF_HEMSIDA_from_20250101.pdf;
REL00585;Götene Elförening ek. för.;;REL00585;-;-;-;-;Lågspänning 0,4 kV: Tar ut månadseffekt månatligen. ;https://kinnekulleenergi.se/wp-content/uploads/2024/12/TARIFF_HEMSIDA_from_20250101.pdf;
REL00064;Habo Energi Kraft AB;;REL00064;6;22;11;3;Abonnerad årseffekt fastställs normalt kalenderårsvis som föregående års utnyttjad årseffekt. Utnyttjad årseffekt definieras som medelvärdet av de två högsta värdena, tagna från skilda månader, av medeleffekten per timme under året (d.v.s. 2 av 12). Höglasttid är vardagar kl. 06-22 under perioderna januari-mars och november-december. Utnyttjad höglasteffekt under året definieras som medelvärdet av de två högsta månadsvärdena, tagna från fem skilda månader under höglasttid, av medeleffekten per timme under höglasttid (d.v.s. 2 av 5). Höglasteffektavgift skall erläggas för den faktiskt utnyttjade höglasteffekten enligt fastställd tariff per anslutningspunkt med en femtedel per månad för månaderna januari, februari, mars, november och december. ;https://www.haboenergi.se/app/uploads/2025/12/Lagspanning-NT2-fran-2026-01-01.pdf;
REL00067;Hallstaviks Elverk ek. för.;;REL00067;-;-;-;-;Har ej infört effekttariffer;https://hallstavikselverk.se/ny-prismodell-med-effekttariff/;
REL00033;Halmstads Energi och Miljö Nät AB;;REL00033;7;22;11;3;Varje månad tittar de på de tre timmar under höglasttiden då användaren använder mest el samtidigt (dina effekttoppar). Genomsnittet av dessa tre toppar används för att beräkna din effektavgift.;https://www.hem.se/foretag/elnat/effektavgifter;
REL00068;Hamra Besparingsskog;;REL00068;-;-;-;-;;https://www.ljusnan.se/2019-12-15/elnatet-ar-uppkopt-storre-aktor-tar-over-utvecklingen-springer-ifran-oss/;Sålde sitt elnät 2019 till ellevio
REL00938;Hedemora Elnät AB;;REL00938;6;22;11;3;Abonnemangsavgift betalas efter abonnerad effekt. Överskrids abonnerad effekt (medelvärdet av de två högsta timeffekterna under skilda månader) debiteras överuttagsavgift med 100 % på den effekt som överstiger abonnerad effekt. Vi antar att kunden alltid väljer rätt abonnemand och inte överskrider sin abonnerade effekt. Abonnemangsavgift debiteras med 1/12 del av årsavgiften varje månad. Högbelastningsavgift betalas efter högsta timeffekten under månaderna nov-mars, mån-fre kl 06-22 med 1/5 del av avgiften varje månad. Energiavgifter betalas efter uppmätt förbrukning.;https://www.hedemoraenergi.se/el/kopa-el/elnat/avgifter-och-prislista/;
REL00069;Hedemora Energi AB;;REL00069;6;22;11;3;Abonnemangsavgift betalas efter abonnerad effekt. Överskrids abonnerad effekt (medelvärdet av de två högsta timeffekterna under skilda månader) debiteras överuttagsavgift med 100 % på den effekt som överstiger abonnerad effekt. Vi antar att kunden alltid väljer rätt abonnemand och inte överskrider sin abonnerade effekt. Abonnemangsavgift debiteras med 1/12 del av årsavgiften varje månad. Högbelastningsavgift betalas efter högsta timeffekten under månaderna nov-mars, mån-fre kl 06-22 med 1/5 del av avgiften varje månad. Energiavgifter betalas efter uppmätt förbrukning.;https://www.hedemoraenergi.se/el/kopa-el/elnat/avgifter-och-prislista/;
REL00072;Herrljunga Elektriska AB;;REL00072;6;22;11;3;Abonnemangsavgiften erlägges efter utnyttjad effekt, dvs medelvärdet av de två högsta värdena från skilda månader, för uttagen medeleffekt per timme. Avgiften erläggs månadsvis med en tolftedel av preliminärt beräknad årseffekt, och med slutlig justering vid årsskiftet. Höglastavgift erlägges efter utnyttjad effekt, dvs medelvärdet av de två högsta värdena från skilda månader under höglasttiden, för uttagen medeleffekt per timme. Avgiften erläggs under höglastmånaderna med månadseffekten som preliminär debitering, och slutlig justering vid årsskiftet.;https://www.el.herrljunga.se/wp-content/uploads/2025/12/Nattariff_HSP-3500kW_2026-01-01.pdf;
REL03073;Herrljunga Elnät AB                             ;;REL03073;6;22;11;3;Abonnemangsavgiften erlägges efter utnyttjad effekt, dvs medelvärdet av de två högsta värdena från skilda månader, för uttagen medeleffekt per timme. Avgiften erläggs månadsvis med en tolftedel av preliminärt beräknad årseffekt, och med slutlig justering vid årsskiftet. Höglastavgift erlägges efter utnyttjad effekt, dvs medelvärdet av de två högsta värdena från skilda månader under höglasttiden, för uttagen medeleffekt per timme. Avgiften erläggs under höglastmånaderna med månadseffekten som preliminär debitering, och slutlig justering vid årsskiftet.;https://www.el.herrljunga.se/wp-content/uploads/2025/12/Nattariff_HSP-3500kW_2026-01-01.pdf;
REL03041;Hjo Elnät AB;;REL03041;6;22;11;3;"Kunden tecknar ett årsabonnemang för sitt effektuttag. Om utnyttjad aktiv effekt överskrider den avtalade abonnerade effekten debiteras dubbeleffektavgift för överutaget. Vi antar att kunden aldrig överskrider sin abonnerade effekt utan väljer exakt rätt abonnerad effekt (årets högsta effekttopp). Hög.belastningsavgift erläggs på medelvärdet av de fem högsta månadsvärdena under
jan-mars och nov-dec för uttagen medeleffekt per timme under höglasttid.";https://hjoenergi.se/wp-content/uploads/Effekttaxa_26.pdf;
REL00073;Hjo Energi AB;;REL00073;6;22;11;3;"Kunden tecknar ett årsabonnemang för sitt effektuttag. Om utnyttjad aktiv effekt överskrider den avtalade abonnerade effekten debiteras dubbeleffektavgift för överutaget. Vi antar att kunden aldrig överskrider sin abonnerade effekt utan väljer exakt rätt abonnerad effekt (årets högsta effekttopp). Hög.belastningsavgift erläggs på medelvärdet av de fem högsta månadsvärdena under
jan-mars och nov-dec för uttagen medeleffekt per timme under höglasttid.";https://hjoenergi.se/wp-content/uploads/Effekttaxa_26.pdf;
REL00074;Hjärtums Elförening ek för;;REL00074;6;22;11;3;Har ingen abonnerad effekt;https://www.hjartumselforening.se/elnat/natariff/sakringstariffer-from-2025-01-01/;
REL00075;Hofors Elverk AB;;REL00075;-;-;-;-;;https://www.gavleenergi.se/hofors-gavle-energi-elnat/;Har uppgått i Gävle energi elnät
REL00076;Härjeåns Nät AB;;REL00076;6;22;11;3;Abonnerad effekt: Den under året utnyttjade aktiva respektive reaktiva effekten anses vara medelvärdet av de två högsta värdena från skilda månader under året av uttagen medeleffekt. Vi antar att användaren alltid väljer rätt abonnemang så de inte överstiger den abonnerade. Högbelastningseffekten: anses vara medelvärdet av de fyra högsta värdena från skilda månader under perioden november – april av uttagen medeleffekt. Med höglasttid anses måndag – fredag kl 06-22 under månaderna januari februari, mars, april november och december.;https://www.harjeans.se/foretag/elnat/elnatspriser-2025/;
REL00247;Härjeåns Nät AB;;REL00247;6;22;11;3;Abonnerad effekt: Den under året utnyttjade aktiva respektive reaktiva effekten anses vara medelvärdet av de två högsta värdena från skilda månader under året av uttagen medeleffekt. Vi antar att användaren alltid väljer rätt abonnemang så de inte överstiger den abonnerade. Högbelastningseffekten: anses vara medelvärdet av de fyra högsta värdena från skilda månader under perioden november – april av uttagen medeleffekt. Med höglasttid anses måndag – fredag kl 06-22 under månaderna januari februari, mars, april november och december.;https://www.harjeans.se/foretag/elnat/elnatspriser-2025/;
REL00576;Härjeåns Nät AB;Jämtland, Dalarna, Ånge;REL00576Jämtland, Dalarna, Ånge;6;22;11;3;Abonnerad effekt: Den under året utnyttjade aktiva respektive reaktiva effekten anses vara medelvärdet av de två högsta värdena från skilda månader under året av uttagen medeleffekt. Vi antar att användaren alltid väljer rätt abonnemang så de inte överstiger den abonnerade. Högbelastningseffekten: anses vara medelvärdet av de fyra högsta värdena från skilda månader under perioden november – april av uttagen medeleffekt. Med höglasttid anses måndag – fredag kl 06-22 under månaderna januari februari, mars, april november och december.;https://www.harjeans.se/foretag/elnat/elnatspriser-2025/;
REL00576;Härjeåns Nät AB;Jämtland, Gävleborg, Sundsvall, Ånge;REL00576Jämtland, Gävleborg, Sundsvall, Ånge;6;22;11;3;Abonnerad effekt: Den under året utnyttjade aktiva respektive reaktiva effekten anses vara medelvärdet av de två högsta värdena från skilda månader under året av uttagen medeleffekt. Vi antar att användaren alltid väljer rätt abonnemang så de inte överstiger den abonnerade. Högbelastningseffekten: anses vara medelvärdet av de fyra högsta värdena från skilda månader under perioden november – april av uttagen medeleffekt. Med höglasttid anses måndag – fredag kl 06-22 under månaderna januari februari, mars, april november och december.;https://www.harjeans.se/foretag/elnat/elnatspriser-2025/;
REL00576;Härjeåns Nät AB;;REL00576;6;22;11;3;Abonnerad effekt: Den under året utnyttjade aktiva respektive reaktiva effekten anses vara medelvärdet av de två högsta värdena från skilda månader under året av uttagen medeleffekt. Vi antar att användaren alltid väljer rätt abonnemang så de inte överstiger den abonnerade. Högbelastningseffekten: anses vara medelvärdet av de fyra högsta värdena från skilda månader under perioden november – april av uttagen medeleffekt. Med höglasttid anses måndag – fredag kl 06-22 under månaderna januari februari, mars, april november och december.;https://www.harjeans.se/foretag/elnat/elnatspriser-2025/;
REL00077;Härnösand Elnät AB;;REL00077;6;20;11;3;Abonnerad effekt ska bestämmas i förväg och vara större än elelr lika med högsta uttagna timeffekten under året. Överskrids abonnerad effekt (så kallat överuttag) beräknas på högsta entimmesuttaget under året. (Vi antar att överuttag aldrig sker). Effektavgift beräknas utifrån hur mycket el du använder och när du använder den under hög- och låglasttid. Snittet av de tre högsta effekttopparna från tre olika dygn föregående månad avgör din effektavgift.;https://www.hemab.se/download/18.176f9b5719a43d816761d2a7/1764340441553/Prislista%20Eln%C3%A4t%20Effektabonnemang%20h%C3%B6gsp%C3%A4nning%202026.pdf;
REL00078;Härryda Energi AB;;REL00078;-;-;-;-;Har ej infört effekttariffer;https://harrydaenergi.se/elnat/elnatspriser/;
REL00080;Höganäs Energi Elnät AB;;REL00080;-;-;-;-;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara den högsta uttagna entimmeseffekten under året. För överuttag erläggs dubbel abonnemangsavgift. Vi antar att överuttag aldrig sker.;https://www.hoganasenergi.se/elnat/prislistor;
REL00083;Jukkasjärvi Sockens Belysningsförening u.p.a.;;REL00083;6;22;11;3;Abonnemangsavgiften för respektive säkringsgrupp är månadsavgiften gånger månadens högsta effektuttag. Högbelasteffekt: månadens högsta eluttag under en timme under högbelastningstid.;https://jbf.nu/elnatet/natavgift/;
REL00065;Jämtkraft Elnät AB;;REL00065;-;-;-;-;"Årseffektavgift debiteras månadsvis med antalet dagar i månaden/365. Den under året utnyttjade aktiva effekten anses vara medelvärdet av de två högsta timvärdena (medeleffekt)
från skilda månader under året";https://www.jamtkraft.se/foretag/elnat/elnatsavgifter/;
REL00085;Jämtkraft Elnät AB;;REL00085;-;-;-;-;"Årseffektavgift debiteras månadsvis med antalet dagar i månaden/365. Den under året utnyttjade aktiva effekten anses vara medelvärdet av de två högsta timvärdena (medeleffekt)
från skilda månader under året";https://www.jamtkraft.se/foretag/elnat/elnatsavgifter/;
REL00086;Jönköping Energinät AB;;REL00086;7;20;11;3;Effektavgift baslasttid: Medelvärdet av dina två högsta timvärden (kW) från två olika dagar. Effektavgift höglasttid: Medelvärdet av dina två högsta timvärden från två olika dagar (månad);https://jonkopingenergi.se/foretag/elnat/elnat/effekttariff;
REL00087;Kalmar Energi Elnät AB;;REL00087;6;20;-;-;Abonnerad effekt: Medelvärde av de tre högsta topparna på enskilda vardagar i månaden.;https://kalmarenergi.se/el/elnat/ny-prismodell-med-effektavgift/;
REL03043;Karlsborgs Elnät AB;;REL03043;-;-;-;-;Kunden tecknar ett årsabonnemang för sitt effektuttag. Om utnyttjad aktiv effekt överskrider den avtalade abonnerade effekten debiteras dubbeleffektavgift för överutaget. Vi antar att kunden aldrig överskrider sin abonnerade effekt utan väljer exakt rätt abonnerad effekt (årets högsta effekttopp). Inga höglasttider eller höglastavgifter.;https://www.karlsborgsenergi.se/elnat/elnatspriser/;
REL00088;Karlsborgs Energi AB;;REL00088;-;-;-;-;Kunden tecknar ett årsabonnemang för sitt effektuttag. Om utnyttjad aktiv effekt överskrider den avtalade abonnerade effekten debiteras dubbeleffektavgift för överutaget. Vi antar att kunden aldrig överskrider sin abonnerade effekt utan väljer exakt rätt abonnerad effekt (årets högsta effekttopp). Inga höglasttider eller höglastavgifter.;https://www.karlsborgsenergi.se/elnat/elnatspriser/;
REL03047;Karlshamn Elnät AB;;REL03047;6;22;11;3;Effektavgift erläggs för medelvärdet av de två högsta månadsvärdena under vintervardagar för uttagen effekt.;https://www.karlshamnenergi.se/el/elnat/priser/;
REL00089;Karlshamn Energi AB;;REL00089;6;22;11;3;Effektavgift erläggs för medelvärdet av de två högsta månadsvärdena under vintervardagar för uttagen effekt.;https://www.karlshamnenergi.se/el/elnat/priser/;
REL00090;Karlskoga Elnät AB;;REL00090;6;18;11;3;Mellan november-mars finns två olika effektdelar. Effektavgift som läses av året om och varje timme kan infalla när som helst under månaden. Effektavgift hög som avläses november till och med mars under helgfria vardagar mellan klockan 06.00-18.00. Om effekten som avläses dygnet runt har ett högsta värde som infaller utanför helgfri vardag klockan 06.00-18.00 (d v s utanför höglasttid) så baseras avgiften på olika effekter. Om det högsta värdet infaller under höglasttid gäller det värdet för båda avgiftsdelarna.  ;https://www.karlskogaenergi.se/Vara-tjanster/elnat/fragor--svar/;
REL00092;Karlstads Elnät AB;;REL00092;6;18;11;3;Effektavgiften, som också kallas effekttariff, baseras på din elanvändning den timme som du använder mest el varje månad. Denna grund effektavgift är densamma dygnet runt. Högbelastningsavgiften beräknas på samma sätt som effektavgiften, men bara helgfria vardagar 06.00–18.00 under månaderna november–mars. Vi räknar ut avgiften baserat på den timme i månaden som du har högst medeleffekt. ;https://karlstadsenergi.se/foretag/elnat/priser/elnatsavgifter;
REL00084;Katrineholm Energi AB;;REL00084;-;-;-;-;;;Har köpts upp av tekniska verken
REL00013;Kraftringen Nät AB;;REL00013;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00081;Kraftringen Nät AB;;REL00081;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00096;Kraftringen Nät AB;;REL00096;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00138;Kraftringen Nät AB;;REL00138;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00591;Kraftringen Nät AB;;REL00591;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00592;Kraftringen Nät AB;;REL00592;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00877;Kraftringen Nät AB;Höörs kommun;REL00877Höörs kommun;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00877;Kraftringen Nät AB;Kreab Energi;REL00877Kreab Energi;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00877;Kraftringen Nät AB;Ringsjö Energiaktiebolag;REL00877Ringsjö Energiaktiebolag;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00877;Kraftringen Nät AB;Lunds Energi AB;REL00877Lunds Energi AB;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00886;Kraftringen Nät AB;Höörs kommun;REL00886Höörs kommun;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00886;Kraftringen Nät AB;Kreab Energi;REL00886Kreab Energi;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00886;Kraftringen Nät AB;Ringsjö Energiaktiebolag;REL00886Ringsjö Energiaktiebolag;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00886;Kraftringen Nät AB;Lunds Energi AB;REL00886Lunds Energi AB;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00886;Kraftringen Nät AB;Kreab Öst;REL00886Kreab Öst;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00886;Kraftringen Nät AB;;REL00886;7;21;11;3;Effektavgift: Avgift för den effekt du använder när elnätet är som mest belastat, under vardagar på vintern. Din använda effekt under höglast beräknas som medelvärdet av de tre högsta timmedeleffekterna från olika helgfria vardagar kl. 07–21 per månad under november till mars.;https://www.kraftringen.se/brf/elnat/elnatsavgifter/effektabonnemang-lagspanning/;
REL00095;Kreab Öst AB;;REL00095;-;-;-;-;;https://www.sverigesradio.se/artikel/41407;Har övertagits av Kraftringen 2002 (vid köp, benämndes Lunds energi)
REL00097;Kreab Öst AB;;REL00097;-;-;-;-;;https://www.sverigesradio.se/artikel/41408;Har övertagits av Kraftringen 2002 (vid köp, benämndes Lunds energi)
REL00098;Kristinehamns Elnät AB;;REL00098;7;17;11;3;Effektavgiften räknas ut genom att vi tar det högsta timmedelvärdet föregående månad ;https://kristinehamnsenergi.se/elnat/elnatsavgiften/natavgift-exkl-moms/;
REL00100;Kungälv Energi AB;;REL00100;7;21;11;3;Effektavgiften debiteras under tiden januari - mars och november - december, avgiften debiteras för medelvärdet av de tre högsta timmedelvärdena (kWh/h) uttaget alla dagar i veckan mellan kl. 07-21.;https://www.kungalvenergi.se/elnat/elnatspriser-2026/;
REL00102;Kvänumsbygdens Energi ek. för.;;REL00102;-;-;-;-;Har ej infört effekttariffer;https://kvanumenergi.se/elnat/natavgift/;
REL00899;Kvänumsbygdens Energi ek. för.;;REL00899;-;-;-;-;Har ej infört effekttariffer;https://kvanumenergi.se/elnat/natavgift/;
REL00103;Landskrona Energi AB;;REL00103;7;22;11;3;Effektavgift för aktiv effekt erläggs för högsta månadsvärdet under månaderna januari-mars och november-december för uttagen entimmeseffekt. Har också överuttag, men vi exkluderar det från beräkningarna.;https://landskronaenergi.se/privat/el/elnatsavgifter/#effektkunder;
REL00104;Larvs Elektriska Distributionsförening;;REL00104;-;-;-;-;Verkar ej existera längre?;;
REL00106;Lerum Nät AB;;REL00106;6;22;11;3;"Det står inte hur de bedömmer abonnerad effekt; den är på månatlig basis, men inte om de tar högsta toppen eller inte. Jag tänker anta att de tar den månatliga toppen och säger att den är den månatliga abonnerade effekten. Samma gäller höglast (men jag antar att det är inom höglast";https://www.lerumenergi.se/Elnat/Elnatsavgifter/Effekttariffer;
REL00121;LEVA Nät AB;;REL00121;6;20;11;3;Effektavgift – tas ut under november–mars och baseras på hur mycket el du använder samtidigt när elnätet är som mest belastat. Det står inte hur de bedömmer vilken effekt man har, men jag tänker anta att det är ens timme med högst medeleffekt under månaden.;https://www.levailysekil.se/elnat/effektavgift.html;
REL03038;Lidköping Elnät AB;;REL03038;7;19;11;3;Effektavgiften kommer baseras på snittet av dina tre högsta effekttoppar, fördelat på tre olika dygn under månaden.  Effektavgift tas ut: 1) Vardagar 07.00 - 19.00 under vinterhalvåret (november - mars) 2) Vardagar dygnet runt under sommarhalvåret (april - oktober) men då halva priset.;https://lidkoping.se/lidkoping-miljo-och-teknik-ab/start/elnat-och-elforsorjning/effekttaxa;
REL00109;Lidköpings kommun;;REL00109;7;19;11;3;Effektavgiften kommer baseras på snittet av dina tre högsta effekttoppar, fördelat på tre olika dygn under månaden.  Effektavgift tas ut: 1) Vardagar 07.00 - 19.00 under vinterhalvåret (november - mars) 2) Vardagar dygnet runt under sommarhalvåret (april - oktober) men då halva priset.;https://lidkoping.se/lidkoping-miljo-och-teknik-ab/start/elnat-och-elforsorjning/effekttaxa;
REL03000;Lidköpings kommun;f.d. Vinninga Elektriska;REL03000f.d. Vinninga Elektriska;7;19;11;3;Effektavgiften kommer baseras på snittet av dina tre högsta effekttoppar, fördelat på tre olika dygn under månaden.  Effektavgift tas ut: 1) Vardagar 07.00 - 19.00 under vinterhalvåret (november - mars) 2) Vardagar dygnet runt under sommarhalvåret (april - oktober) men då halva priset.;https://lidkoping.se/lidkoping-miljo-och-teknik-ab/start/elnat-och-elforsorjning/effekttaxa;
REL03000;Lidköpings kommun;;REL03000;7;19;11;3;Effektavgiften kommer baseras på snittet av dina tre högsta effekttoppar, fördelat på tre olika dygn under månaden.  Effektavgift tas ut: 1) Vardagar 07.00 - 19.00 under vinterhalvåret (november - mars) 2) Vardagar dygnet runt under sommarhalvåret (april - oktober) men då halva priset.;https://lidkoping.se/lidkoping-miljo-och-teknik-ab/start/elnat-och-elforsorjning/effekttaxa;
REL00110;Linde Energi Elnät AB;;REL00110;7;19;11;3;"Effektavgift: Debiteras hela året utifrån snittet av de två högsta timmedeleffekterna två separata dygn under debiterad
månad. Högbelastningsavgift: Debiteras utöver effektavgiften under perioden november - mars, vardagar 07.00-19.00. Högbelastningsavgiften beräknas utifrån snittet av de två högsta timmedeleffekterna två separata dygn under debiterad månad.";https://www.lindeenergi.se/elnat/elnatspriser;
REL00944;Linde Energi Elnät AB;f.d. Närkes Kils Elektriska ek. för.;REL00944f.d. Närkes Kils Elektriska ek. för.;7;19;11;3;"Effektavgift: Debiteras hela året utifrån snittet av de två högsta timmedeleffekterna två separata dygn under debiterad
månad. Högbelastningsavgift: Debiteras utöver effektavgiften under perioden november - mars, vardagar 07.00-19.00. Högbelastningsavgiften beräknas utifrån snittet av de två högsta timmedeleffekterna två separata dygn under debiterad månad.";https://www.lindeenergi.se/elnat/elnatspriser;
REL00944;Linde Energi Elnät AB;;REL00944;7;19;11;3;"Effektavgift: Debiteras hela året utifrån snittet av de två högsta timmedeleffekterna två separata dygn under debiterad
månad. Högbelastningsavgift: Debiteras utöver effektavgiften under perioden november - mars, vardagar 07.00-19.00. Högbelastningsavgiften beräknas utifrån snittet av de två högsta timmedeleffekterna två separata dygn under debiterad månad.";https://www.lindeenergi.se/elnat/elnatspriser;
REL00112;Ljungby Energinät AB;;REL00112;-;-;-;-;Har inte infört effektavgifter;https://ljungby-energi.se/elnat/elnatsavgifter/;
REL00113;Ljusdal Elnät AB;;REL00113;-;-;-;-;Avgiftsbestämmande effekt är det under året uppmätta toppvärdet av entimmeseffekten. (så bestäms på årsbasis);https://www.ljusdalenergi.se/elnat/natpriser.html;
REL00116;LKAB Nät AB;;REL00116;6;22;11;3;LKABs nät tas om hand av Vattenfall. Högspänning N2T: Tar ut en månadseffektavgift för varje månad (34 kr/kW/månad) för den högsta uttagna medeleffekten under en timme under månaden. I DATAN STÅR DET INTE 34,det står 34*12. Högbelastavgift betalas bara under höglasttiden (klockslag inkluderat), ovanpå den vanliga månadsavgiften.;https://www.vattenfalleldistribution.se/globalassets/2.-foretag/abonnemang-och-avgifter/avtal-och-elnatsavgift/prislista-effekttariffer-2025-01-foretag.pdf;
